"short_name","website","asn","peering_policy","ipv4_address","ipv6_address","mac_addresses","site_name","port_ref","port_type_desc","port_speed","service_type","multicast","network","membership_type"
"M247 Ltd","http://www.m247.com","No IP (Reseller Port)","No data","","","","Telehouse North","edge3-thn xe-5/1/0","10G","10000","Reseller","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"M247 Ltd","http://www.m247.com","No IP (Reseller Port)","No data","","","","M247 Manchester","edge1-m2i.man1 0/14","10G","10000","Reseller","No","IXManchester","full,<a href="/join/connexions/index.html">ConneXions</a>"
"M247 Ltd","http://www.m247.com","9009","Selective","195.66.226.184","2001:7f8:4::2331:2","288a.1c40.ebcf","Telehouse North","edge4-thn ge-8/0/7","1000","1000","Regular","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"MacAce","http://www.macace.net","199204","No data","195.66.226.24","","442b.0372.6401","Telehouse West","edge1-thw ge-8/0/4","1000","1000","Regular","No","London Juniper","full"
"MacAce","http://www.macace.net","199204","No data","195.66.238.24","","a44c.1182.1dc3","Telehouse West","switch48 3","1000","1000","Regular","No","London Extreme","full"
"Machine Zone","https://www.mz.com","22023","Open","195.66.227.58","2001:7f8:4::5607:1","d404.ff6c.4201","Telehouse North","edge2-thn VLAN: 2318","ConneXions","1000","ConneXions","No","London Juniper","full"
"Machine Zone","https://www.mz.com","22023","Open","195.66.227.59","2001:7f8:4::5607:2","d404.ff6c.8201","Telehouse North","edge2-thn VLAN: 2326","ConneXions","1000","ConneXions","No","London Juniper","full"
"MacroLan (Pty) Ltd","http://www.macrolan.co.za","37353","Open","195.66.226.202","2001:7f8:4::91e9:1","3c8a.b089.7c57","Telehouse West","edge1-thw ge-8/0/2","1000","1000","Regular","No","London Juniper","full"
"MacroLan (Pty) Ltd","http://www.macrolan.co.za","37353","Open","195.66.238.202","2001:7f8:4:1::91e9:1","3c8a.b089.7c3f","Telehouse West","switch48 11","1000","1000","Regular","No","London Extreme","full"
"Magine AB","http://www.magine.com/global","60205","Selective","195.66.239.99","","5475.d0bd.c240","Telecity Harbour exchange 8 - 9","switch64 5/7","10G","10000","Regular","No","London Extreme","full"
"Magine AB","http://www.magine.com/global","60205","Selective","195.66.227.99","2001:7f8:4::eb2d:1","0026.0bdd.d800","Telecity Harbour exchange 8 - 9","edge1-tch ge-4/3/3","1000","1000","Regular","No","London Juniper","full"
"Magnet Networks","http://www.magnet.ie","34245","Open","195.66.236.208","2001:7f8:4:1::85c5:1","0021.a00a.ec00","Telehouse North","switch30 1","1000","1000","Regular","No","London Extreme","full"
"Magnet Networks","http://www.magnet.ie","34245","Open","195.66.224.208","2001:7f8:4::85c5:1","0021.a00a.ec00","Digital Realty Sovereign House","edge1-rbs xe-5/0/3","10G","10000","Regular","No","London Juniper","full"
"Magrathea","http://www.magrathea-telecom.co.uk","31084","Open","195.66.225.11","2001:7f8:4::796c:1","001d.7173.1e00","Telehouse East","edge1-the ge-9/2/3","1000T","1000","Regular","No","London Juniper","full"
"Magrathea","http://www.magrathea-telecom.co.uk","31084","Open","195.66.237.11","2001:7f8:4:1::796c:1","0025.847c.ed80","Telehouse East","switch36 12","1000T","1000","Regular","No","London Extreme","full"
"Main One Cable Company","http://www.mainonecable.com","37282","Selective","195.66.227.13","2001:7f8:4::91a2:1","e0ac.f116.c98d","Telehouse North","edge1-thn xe-2/1/1","10G","10000","Regular","No","London Juniper","full"
"Manx Telecom Ltd.","http://www.manx-telecom.com","13122","Open","195.66.237.3","","a80c.0d04.1555","Digital Realty Sovereign House","switch67 2/8","10G","10000","Regular","No","London Extreme","full"
"Manx Telecom Ltd.","http://www.manx-telecom.com","13122","Open","195.66.225.3","","a80c.0d04.1573","Telehouse North","edge3-thn xe-5/0/2","10G","10000","Regular","No","London Juniper","full"
"Marstons Telecoms Limited","http://www.marstonstelecoms.com","61124","Open","195.66.238.96","","3c08.f69f.9211","Telehouse North","switch33 8","1000","1000","Regular","No","London Extreme","full"
"Marstons Telecoms Limited","http://www.marstonstelecoms.com","61124","Open","195.66.224.189","","3c08.f69f.8f20","Telecity Harbour exchange 8 - 9","edge1-tch xe-7/2/4","10G","10000","Regular","No","London Juniper","full"
"Mauritius Telecom Limited","http://www.telecom.mu","23889","Open","195.66.227.71","2001:7f8:4::5d51:1","00a7.424a.5d51","Telehouse West","edge1-thw xe-7/1/0","10G","10000","Regular","No","London Juniper","full"
"Media Network Services","http://www.medianetworkservices.com","44654","Open","195.66.236.74","2001:7f8:4:1::ae6e:1","000c.2973.64c9","Telehouse North","switch31 0/29","1000","1000","Regular","No","London Extreme","full"
"Media Network Services","http://www.medianetworkservices.com","44654","Open","195.66.224.74","2001:7f8:4::ae6e:1","30b6.4f6b.9ff0","Telehouse North","edge1-thn ge-7/2/6","1000","1000","Regular","No","London Juniper","full"
"MediaSift Limited","http://www.datasift.com","202119","Selective","195.66.238.169","2001:7f8:4:1::3:1587:1","3c08.f6b6.6800","Equinix LD4/LD5 (Slough)","switch52 3/14","10G","10000","Regular","No","London Extreme","full"
"MediaSift Limited","http://www.datasift.com","202119","Selective","195.66.226.169","2001:7f8:4::3:1587:1","b838.61a5.6900","Equinix LD4/LD5 (Slough)","edge1-eq4 xe-2/1/0","10G","10000","Regular","No","London Juniper","full"
"Megafon","http://www.megafon.ru","31133","Selective","195.66.225.227","2001:7f8:4::799d:1","0022.83de.57c0","Telehouse North","edge1-thn xe-3/0/2","10G","10000","Regular","No","London Juniper","full"
"Megafon","http://www.megafon.ru","31133","Selective","195.66.225.227","2001:7f8:4::799d:1","0022.83de.57c0","Telehouse North","edge1-thn xe-3/0/3","10G","10000","Regular","No","London Juniper","full"
"Megafon","http://www.megafon.ru","31133","Selective","195.66.225.227","2001:7f8:4::799d:1","0022.83de.57c0","Telehouse North","edge1-thn xe-4/3/0","10G","10000","Regular","No","London Juniper","full"
"Meibion Maesycastell Limited T/A Morgan & Morgan","","201320","No data","195.66.228.5","","fcaa.147d.03d4","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 942","ConneXions","100","ConneXions","No","IXCardiff","full"
"Memset Ltd","http://www.memset.com/","50957","Open","195.66.224.247","2001:7f8:4::c70d:1","a8d0.e554.ba20","Telehouse North","edge2-thn xe-4/3/2","10G","10000","Regular","No","London Juniper","full"
"Memset Ltd","http://www.memset.com/","50957","Open","195.66.236.247","2001:7f8:4:1::c70d:1","a8d0.e554.ba80","Telehouse North","switch31 0/28","1000","1000","Regular","No","London Extreme","full"
"MEO Servicos de Comunicacoes e Multimedia S.A.","http://www.cprm.net/","8657","Open","195.66.224.91","2001:7f8:4::21d1:1","001b.54fa.4901","Digital Realty Sovereign House","edge1-rbs xe-8/0/1","10G","10000","Regular","No","London Juniper","full"
"MEO Servicos de Comunicacoes e Multimedia S.A.","http://www.cprm.net/","8657","Open","195.66.224.91","2001:7f8:4::21d1:1","001b.54fa.4901","Digital Realty Sovereign House","edge1-rbs xe-8/0/2","10G","10000","Regular","No","London Juniper","full"
"MEO Servicos de Comunicacoes e Multimedia S.A.","http://www.cprm.net/","8657","Open","195.66.224.91","2001:7f8:4::21d1:1","001b.54fa.4901","Digital Realty Sovereign House","edge1-rbs xe-8/3/1","10G","10000","Regular","No","London Juniper","full"
"MEO Servicos de Comunicacoes e Multimedia S.A.","http://www.cprm.net/","8657","Open","195.66.236.91","2001:7f8:4:1::21d1:1","001b.54b9.f044","Telehouse East","switch66 1/13","10G","10000","Regular","No","London Extreme","full"
"MEO Servicos de Comunicacoes e Multimedia S.A.","http://www.cprm.net/","8657","Open","195.66.236.91","2001:7f8:4:1::21d1:1","001b.54b9.f044","Telehouse East","switch66 1/29","10G","10000","Regular","No","London Extreme","full"
"Merula Ltd.","http://www.merula.net/","16353","Open","195.66.224.143","2001:7f8:4::3fe1:1","a036.9f3f.0611","Telehouse North","edge3-thn ge-7/1/5","1000","1000","Regular","No","London Juniper","full"
"Merula Ltd.","http://www.merula.net/","16353","Open","195.66.244.44","2001:7f8:4:2::3fe1:1","0015.1712.aa96","Telecity Manchester 1 (Williams House)","edge1-tcw.man1 VLAN: 2183","ConneXions","100","ConneXions","No","IXManchester","full"
"Merula Ltd.","http://www.merula.net/","16353","Open","195.66.236.143","2001:7f8:4:1::3fe1:1","0cc4.7a7d.a27a","Telecity Harbour exchange 8 - 9","switch27 0/2","1000","1000","Regular","No","London Extreme","full"
"Messagelabs","http://www.messagelabs.com","21345","Selective","195.66.237.41","2001:7f8:4:1::5361:1","5c45.27cd.011c","Equinix LD4/LD5 (Slough)","switch52 3/24","10G","10000","Regular","No","London Extreme","full"
"Messagelabs","http://www.messagelabs.com","26282","Selective","206.55.196.12","","84b5.9c93.181d","DFT Ashburn, VA","edge1-dft.nva1 xe-11/2/3","10G","10000","Regular","No","LINX NoVA","full"
"Messagelabs","http://www.messagelabs.com","21345","Selective","195.66.225.41","2001:7f8:4::5361:1","5c45.27cd.311c","Telehouse North","edge2-thn xe-2/3/3","10G","10000","Regular","No","London Juniper","full"
"Method4 Ltd","http://www.method4.co.uk/","201216","No data","195.66.228.19","","288a.1c79.b7b9","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 56","ConneXions","1000","ConneXions","No","IXCardiff","full"
"Metroset LLC","http://www.metro-set.ru/","50923","Open","195.66.227.39","2001:7f8:4::c6eb:1","3c94.d52f.67c1","Telecity Harbour exchange 8 - 9","edge1-tch VLAN: 760","ConneXions","2000","ConneXions","No","London Juniper","full"
"Micron21 Datacentre","http://www.micron21.com","38880","Open","195.66.224.165","2001:7f8:4::97e0:1","cc4e.2491.0900","Telecity Harbour exchange 8 - 9","edge1-tch VLAN: 839","ConneXions","1000","ConneXions","No","London Juniper","full"
"Microsoft","http://www.microsoft.com","8075","Selective","195.66.244.82","2001:7f8:4:2::1f8b:1","40a6.77c3.9bc3","Telecity Manchester 1 (Williams House)","edge1-tcw.man1 0/27","10G","10000","Regular","No","IXManchester","full"
"Microsoft","http://www.microsoft.com","8075","Selective","195.66.236.140","2001:7f8:4:1::1f8b:1","54e0.3278.0fc1","Equinix LD4/LD5 (Slough)","switch52 8/21","100G","100000","Regular","No","London Extreme","full"
"Microsoft","http://www.microsoft.com","8075","Selective","195.66.236.140","2001:7f8:4:1::1f8b:1","54e0.3278.0fc1","Equinix LD4/LD5 (Slough)","switch52 8/11","100G","100000","Regular","No","London Extreme","full"
"Microsoft","http://www.microsoft.com","8075","Selective","195.66.244.82","2001:7f8:4:2::1f8b:1","40a6.77c3.9bc3","Telecity Manchester 1 (Williams House)","edge1-tcw.man1 0/9","10G","10000","Regular","No","IXManchester","full"
"Microsoft","http://www.microsoft.com","8075","Selective","195.66.224.140","2001:7f8:4::1f8b:1","8418.88f6.f7c6","Digital Realty Sovereign House","edge1-rbs et-9/3/0","100G","100000","Regular","No","London Juniper","full"
"Microsoft","http://www.microsoft.com","8075","Selective","195.66.224.140","2001:7f8:4::1f8b:1","8418.88f6.f7c6","Digital Realty Sovereign House","edge1-rbs et-9/1/0","100G","100000","Regular","No","London Juniper","full"
"Microtalk Europe Ltd","http://microtalk.co.uk/","51823","Selective","195.66.224.2","","000e.8387.2919","Digital Realty Sovereign House","edge1-rbs ge-7/0/6","1000T","1000","Regular","No","London Juniper","full"
"Mobile Telephone Networks (Pty) Ltd t/a MTN","http://www.mtnbusiness.co.za","16637","Restrictive","195.66.236.18","2001:7f8:4:1::40fd:1","04bd.70f9.65e1","Digital Realty Sovereign House","switch67 3/29","10G","10000","Regular","No","London Extreme","full"
"Mobile Telephone Networks (Pty) Ltd t/a MTN","http://www.mtnbusiness.co.za","16637","Restrictive","195.66.224.18","2001:7f8:4::40fd:1","04bd.70e6.78c5","Digital Realty Sovereign House","edge2-rbs xe-5/0/0","10G","10000","Regular","No","London Juniper","full"
"Mobile Telephone Networks (Pty) Ltd t/a MTN","http://www.mtnbusiness.co.za","16637","Restrictive","195.66.224.18","2001:7f8:4::40fd:1","04bd.70e6.78c5","Digital Realty Sovereign House","edge2-rbs xe-7/1/2","10G","10000","Regular","No","London Juniper","full"
"Mobile Telephone Networks (Pty) Ltd t/a MTN","http://www.mtnbusiness.co.za","16637","Restrictive","195.66.236.18","2001:7f8:4:1::40fd:1","04bd.70f9.65e1","Digital Realty Sovereign House","switch67 2/46","10G","10000","Regular","No","London Extreme","full"
"Mobile Telephone Networks (Pty) Ltd t/a MTN","http://www.mtnbusiness.co.za","16637","Restrictive","195.66.236.18","2001:7f8:4:1::40fd:1","04bd.70f9.65e1","Digital Realty Sovereign House","switch67 2/15","10G","10000","Regular","No","London Extreme","full"
"Mobile Telephone Networks (Pty) Ltd t/a MTN","http://www.mtnbusiness.co.za","16637","Restrictive","195.66.224.18","2001:7f8:4::40fd:1","04bd.70e6.78c5","Digital Realty Sovereign House","edge2-rbs xe-7/2/3","10G","10000","Regular","No","London Juniper","full"
"Mobile Telephone Networks (Pty) Ltd t/a MTN","http://www.mtnbusiness.co.za","16637","Restrictive","195.66.236.18","2001:7f8:4:1::40fd:1","04bd.70f9.65e1","Digital Realty Sovereign House","switch67 2/20","10G","10000","Regular","No","London Extreme","full"
"Mobile Telephone Networks (Pty) Ltd t/a MTN","http://www.mtnbusiness.co.za","16637","Restrictive","195.66.224.18","2001:7f8:4::40fd:1","04bd.70e6.78c5","Digital Realty Sovereign House","edge2-rbs xe-5/1/1","10G","10000","Regular","No","London Juniper","full"
"Mobily","http://www.mobily.com.sa","48237","Open","195.66.225.177","","30e4.dba1.7059","Telehouse North","edge4-thn xe-3/3/2","10G","10000","Regular","No","London Juniper","full"
"MTC Namibia","http://www.mtc.com.na/","37009","Open","195.66.225.85","","68cc.6e7a.e57e","Telehouse North","edge5-thn VLAN: 2014","ConneXions","10000","ConneXions","No","London Juniper","full"
"MTS PJSC","http://www.comstar-direct.ru","8359","Selective","195.66.224.218","2001:7f8:4::20a7:1","0017.0fac.6980","Telecity London 1 (Bonnington House)","edge1-tcm xe-4/0/0","10G","10000","Regular","No","London Juniper","full"
"MTS PJSC","http://www.comstar-direct.ru","8359","Selective","195.66.224.218","2001:7f8:4::20a7:1","0017.0fac.6980","Telecity London 1 (Bonnington House)","edge1-tcm xe-5/1/3","10G","10000","Regular","No","London Juniper","full"
"MTV Networks Europe","http://www.mtvne.com/","31474","Selective","195.66.225.147","","0019.e858.5000","Telecity Harbour exchange 8 - 9","edge3-tch ge-8/0/5","1000","1000","Regular","No","London Juniper","full"
"Multacom ","http://www.multacom.com","35916","Open","195.66.225.112","2001:7f8:4::8c4c:1","001e.4a6d.ce40","Telehouse North","edge4-thn ge-7/1/8","1000","1000","Regular","No","London Juniper","full"
"Multiplay (UK) Ltd.","http://www.multiplay.co.uk","35028","Open","195.66.224.224","2001:7f8:4::88d4:1","188b.9d20.2440","Telehouse West","edge1-thw xe-4/3/2","10G","10000","Regular","No","London Juniper","full"
"Multiplay (UK) Ltd.","http://www.multiplay.co.uk","35028","Open","195.66.236.224","2001:7f8:4:1::88d4:1","58ac.78b6.a540","Telehouse West","switch49 16","10G","10000","Regular","No","London Extreme","full"
"Mythic Beasts","http://www.mythic-beasts.com","44684","Open","195.66.236.72","2001:7f8:4:1::ae8c:1","001b.2165.a4c5","Telecity Harbour exchange 8 - 9","switch64 3/35","10G","10000","Regular","No","London Extreme","full"
"Mythic Beasts","http://www.mythic-beasts.com","44684","Open","195.66.224.72","2001:7f8:4::ae8c:1","001b.2165.a069","Digital Realty Sovereign House","edge1-rbs xe-8/3/2","10G","10000","Regular","No","London Juniper","full"
"Naitways","http://www.naitways.com/","57119","Open","195.66.224.9","2001:7f8:4::df1f:1","a8d0.e55c.dc7e","Telehouse North","edge5-thn VLAN: 1856","ConneXions","100","ConneXions","No","London Juniper","full"
"Nasstar (UK)","http://www.nasstar.com","41393","Open","195.66.227.4","2001:7F8:4::a1b1:1","0002.17d8.2c1c","Interxion LON2","edge1-in2 ge-4/0/6","1000","1000","Regular","No","London Juniper","full"
"Nasstar (UK)","http://www.nasstar.com","41393","Open","195.66.239.4","2001:7f8:4:1::a1b1:1","0002.17d8.2c1b","Interxion LON1","switch53 4","1000","1000","Regular","No","London Extreme","full"
"Nasstar South Limited","http://www.modrus.com","39179","Open","195.66.238.29","2001:7f8:4:1::990b:1","0026.b94e.0039","Interxion LON1","switch53 10","1000","1000","Regular","No","London Extreme","full"
"Nasstar South Limited","http://www.modrus.com","39179","Open","195.66.226.29","2001:7f8:4::990b:1","00a6.caef.7303","Telecity Harbour exchange 8 - 9","edge3-tch ge-8/0/2","1000","1000","Regular","No","London Juniper","full"
"Naver Business Platform","https://www.navercorp.com/en/company/affiliateNbp.nhn","23576","Open","195.66.226.173","","3c8a.b007.bb8a","Telehouse North","edge3-thn VLAN: 3512","ConneXions","10000","ConneXions","No","London Juniper","full"
"NaviSite, Inc.","http://www.conxion.net/","9193","No data","195.66.224.96","","0090.696a.c45d","Telehouse North","edge1-thn ge-7/0/2","1000","1000","Regular","No","London Juniper","full"
"Neology (Pty) Limited","http://www.neology.co.za","37105","Open","195.66.226.59","2001:7f8:4::90f1:1","4c5e.0c46.9aec","Telehouse East","edge1-the ge-8/1/7","1000","1000","Regular","No","London Juniper","full"
"Nerim","http://www.nerim.net","13193","Selective","195.66.224.216","2001:7f8:4::3389:1","a8d0.e55d.fcc3","Telehouse East","edge1-the xe-3/1/0","10G","10000","Regular","No","London Juniper","full"
"Net Global srl","http://www.netglobal.it","50316","Open","195.66.225.125","2001:7f8:4::c48c:1","e48d.8c1d.6869","Telehouse North","edge5-thn VLAN: 2162","ConneXions","1000","ConneXions","No","London Juniper","full"
"Net Support UK Ltd","http://www.nsuk.com/","201353","Selective","195.66.228.14","2001:7f8:4:4::3:1289:1","288a.1c79.b254","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 50","ConneXions","1000","ConneXions","No","IXCardiff","full"
"Net365","http://www.net365.biz/","62267","Open","195.66.226.90","","d4ca.6dae.9ea6","Telehouse North","edge5-thn VLAN: 1992","ConneXions","100","ConneXions","No","London Juniper","full"
"NetCologne GmbH","http://www.netcologne.de/","8422","Open","195.66.224.172","2001:7f8:4::20e6:1","0018.741e.46c0","Telecity Harbour exchange 8 - 9","edge1-tch xe-3/2/1","10G","10000","Regular","No","London Juniper","full"
"NetConnex Broadband Ltd.","http://www.ncuk.com","21396","Selective","195.66.236.240","2001:7f8:4:1::5394:1","001f.9ed2.8940","Telehouse East","switch36 6","1000T","1000","Regular","No","London Extreme","full"
"NetConnex Broadband Ltd.","http://www.ncuk.com","21396","Selective","195.66.236.240","2001:7f8:4:1::5394:1","001f.9ed2.8940","Telehouse East","switch36 21","1000T","1000","Regular","No","London Extreme","full"
"NetConnex Broadband Ltd.","http://www.ncuk.com","21396","Selective","195.66.224.240","2001:7f8:4::5394:1","e05f.b94d.1400","Telehouse North","edge3-thn ge-7/0/8","1000","1000","Regular","No","London Juniper","full"
"NetConnex Broadband Ltd.","http://www.ncuk.com","21396","Selective","195.66.224.240","2001:7f8:4::5394:1","e05f.b94d.1400","Telehouse North","edge3-thn ge-7/0/9","1000","1000","Regular","No","London Juniper","full"
"Neterra","http://www.neterra.net/","34224","Open","195.66.225.156","2001:7f8:4::85b0:1","0015.c722.2180","Telehouse North","edge4-thn ge-8/1/8","1000","1000","Regular","No","London Juniper","full"
"Neterra","http://www.neterra.net/","34224","Open","195.66.225.156","2001:7f8:4::85b0:1","0015.c722.2180","Telehouse North","edge4-thn ge-8/0/3","1000","1000","Regular","No","London Juniper","full"
"Netflix Streaming Services International B.V.","http://www.netflix.com","2906","Open","195.66.224.251","2001:7f8:4::b5a:3","001c.73d6.182c","Telehouse West","edge1-thw xe-7/3/0","10G","10000","Regular","No","London Juniper","full"
"Netflix Streaming Services International B.V.","http://www.netflix.com","2906","Open","195.66.224.251","2001:7f8:4::b5a:3","001c.73d6.182c","Telehouse West","edge1-thw xe-7/3/1","10G","10000","Regular","No","London Juniper","full"
"Netflix Streaming Services International B.V.","http://www.netflix.com","2906","Open","195.66.224.251","2001:7f8:4::b5a:3","001c.73d6.182c","Telehouse West","edge1-thw xe-7/3/3","10G","10000","Regular","No","London Juniper","full"
"Netflix Streaming Services International B.V.","http://www.netflix.com","2906","Open","195.66.224.251","2001:7f8:4::b5a:3","001c.73d6.182c","Telehouse West","edge1-thw xe-3/0/0","10G","10000","Regular","No","London Juniper","full"
"Netflix Streaming Services International B.V.","http://www.netflix.com","2906","Open","195.66.225.16","2001:7f8:4::b5a:4","001c.73d6.1819","Telehouse West","edge1-thw xe-4/1/0","10G","10000","Regular","No","London Juniper","full"
"Netflix Streaming Services International B.V.","http://www.netflix.com","2906","Open","195.66.225.16","2001:7f8:4::b5a:4","001c.73d6.1819","Telehouse West","edge1-thw xe-4/1/1","10G","10000","Regular","No","London Juniper","full"
"Netflix Streaming Services International B.V.","http://www.netflix.com","2906","Open","195.66.225.16","2001:7f8:4::b5a:4","001c.73d6.1819","Telehouse West","edge1-thw xe-4/1/2","10G","10000","Regular","No","London Juniper","full"
"Netflix Streaming Services International B.V.","http://www.netflix.com","2906","Open","195.66.225.16","2001:7f8:4::b5a:4","001c.73d6.1819","Telehouse West","edge1-thw xe-4/1/3","10G","10000","Regular","No","London Juniper","full"
"NetIX Communications Limited","http://www.netix.net","No IP (Reseller Port)","No data","","","","Telehouse North","edge1-thn xe-5/3/3","10G","10000","Reseller","No","London Juniper","<a href="/join/connexions/index.html">ConneXions</a>,full"
"NetIX Communications Limited","http://www.netix.net","57463","Open","195.66.226.48","2001:7f8:4::e077:1","0019.a976.01c0","Telehouse North","edge1-thn xe-4/0/1","10G","10000","Regular","No","London Juniper","<a href="/join/connexions/index.html">ConneXions</a>,full"
"Netnod","http://www.netnod.se/","8674","Open","195.66.225.152","2001:7f8:4::21e2:2","0002.b34c.8527","Telehouse North","edge1-thn ge-9/1/0","1000T","1000","Regular","No","London Juniper","associate"
"Netnod","http://www.netnod.se/","8674","Open","195.66.225.151","2001:7f8:4::21e2:1","0025.9063.b555","Telehouse North","edge1-thn ge-9/1/4","1000T","1000","Regular","No","London Juniper","associate"
"Netnorth Limited","http://www.netnorth.co.uk/","25376","Open","195.66.244.51","2001:7f8:4:2::6320:1","d8b1.9083.fa40","Telecity Manchester 1 (Williams House)","edge3-tcw.man1 0/38","1000","1000","Regular","No","IXManchester","full"
"Netnorth Limited","http://www.netnorth.co.uk/","25376","Open","195.66.226.188","2001:7f8:4::6320:1","188b.9d6f.d540","Telehouse North","edge4-thn VLAN: 502","ConneXions","1000","ConneXions","No","London Juniper","full"
"Netnorth Limited","http://www.netnorth.co.uk/","25376","Open","195.66.238.188","2001:7f8:4:1::6320:1","d8b1.9083.fa40","Telehouse North","switch65 VLAN: 601","ConneXions","1000","ConneXions","No","London Extreme","full"
"Netplan Internet","http://www.netplan.co.uk/","16376","Open","195.66.225.243","","5475.d098.0ec0","Telehouse East","edge1-the ge-9/3/6","1000T","1000","Regular","No","London Juniper","full"
"Netplus.CH SA","http://www.netplus.ch/","15547","Selective","195.66.237.198","2001:7f8:4:1::3cbb:1","8478.ac5e.9593","Telehouse North","switch65 VLAN: 1836","ConneXions","1000","ConneXions","No","London Extreme","full"
"Netplus.CH SA","http://www.netplus.ch/","15547","Selective","195.66.225.198","","8478.ac5e.9593","Telehouse North","edge2-thn VLAN: 1818","ConneXions","1000","ConneXions","No","London Juniper","full"
"Netplus.CH SA","http://www.netplus.ch/","15547","Selective","206.55.196.20","2001:504:31::3cbb:1","8478.ac5e.9592","EvoSwitch Manassas, VA","edge1-evm.nva1 VLAN: 2072","ConneXions","1000","ConneXions","No","LINX NoVA","full"
"Netrouting","http://www.netrouting.com","47869","Open","195.66.244.81","2001:7f8:4:2::bafd:1","0022.8308.ac30","M247 Manchester","edge1-m2i.man1 VLAN: 205","ConneXions","1000","ConneXions","No","IXManchester","full"
"Netrouting","http://www.netrouting.com","47869","Open","195.66.226.224","2001:7f8:4::bafd:1","0022.8308.ac30","Telehouse North","edge3-thn VLAN: 204","ConneXions","1000","ConneXions","No","London Juniper","full"
"Netservers Limited","http://www.netservers.net.uk/","35826","Open","195.66.238.152","2001:7f8:4:1::8bf2:1","0026.55d7.ae93","Telehouse East","switch35 21","1000","1000","Regular","No","London Extreme","full"
"Netservers Limited","http://www.netservers.net.uk/","35826","Open","195.66.226.152","2001:7f8:4::8bf2:1","90e2.ba20.b5a1","Telehouse East","edge2-the ge-7/0/1","1000","1000","Regular","No","London Juniper","full"
"Netwise Hosting Ltd","http://www.netwisehosting.co.uk","No IP (Reseller Port)","No data","","","","Telehouse North","edge4-thn xe-9/1/0","10G","10000","Reseller","No","London Juniper","<a href="/join/connexions/index.html">ConneXions</a>,full"
"Netwise Hosting Ltd","http://www.netwisehosting.co.uk","60800","Open","195.66.227.84","2001:7f8:4::ed80:1","6c9c.ed0d.ef16","Telehouse North","edge4-thn VLAN: 500","ConneXions","1000","ConneXions","No","London Juniper","<a href="/join/connexions/index.html">ConneXions</a>,full"
"Netwise Hosting Ltd","http://www.netwisehosting.co.uk","60800","Open","195.66.239.84","2001:7f8:4:1::ed80:1","10f3.1113.2fba","Telehouse North","switch31 0/6","1000","1000","Regular","No","London Extreme","<a href="/join/connexions/index.html">ConneXions</a>,full"
"Network Platforms (Pty) Ltd","http://www.networkplatforms.co.za","37497","Open","195.66.224.25","2001:7f8:4::9279:1","4c5e.0cde.d340","Telecity Harbour exchange 8 - 9","edge2-tch VLAN: 291","ConneXions","1000","ConneXions","No","London Juniper","<a href="/join/connexions/index.html">ConneXions</a>,full"
"Network Platforms (Pty) Ltd","http://www.networkplatforms.co.za","No IP (Reseller Port)","No data","","","4c5e.0cde.d340","Telecity Harbour exchange 8 - 9","edge2-tch xe-4/1/2","10G","10000","Reseller","No","London Juniper","<a href="/join/connexions/index.html">ConneXions</a>,full"
"Netzquadrat","http://www.netzquadrat.de","15594","Open","195.66.225.14","","000c.db7c.9302","Telehouse East","edge2-the ge-7/1/5","1000","1000","Regular","No","London Juniper","full"
"Netzquadrat","http://www.netzquadrat.de","15594","Open","195.66.237.14","","000c.db7c.9300","Telehouse East","switch35 30","1000","1000","Regular","No","London Extreme","full"
"Neuronnexion","http://www.neuronnexion.coop/","9036","Open","195.66.226.87","","748e.f8a7.3fc1","Telehouse North","edge1-thn VLAN: 1501","ConneXions","100","ConneXions","No","London Juniper","full"
"Newtel Ltd","http://www.newteljersey.com/","13208","No data","195.66.236.202","2001:7f8:4:1::3398:1","e8b7.4822.2e82","Telehouse North","switch31 0/16","1000","1000","Regular","No","London Extreme","full"
"Newtel Ltd","http://www.newteljersey.com/","13208","No data","195.66.224.202","2001:7f8:4::3398:1","c471.fe22.3d17, e4d3.f1a7.7402","Telehouse North","edge3-thn ge-7/2/5","1000","1000","Regular","No","London Juniper","full"
"Nexicom Group","http://www.nexicom.net/","11666","Selective","195.66.225.128","2001:7f8:4::2d92:1","0022.8307.7dcc","Telehouse North","edge4-thn ge-7/0/8","1000","1000","Regular","No","London Juniper","full"
"Next Connex","http://www.nextconnex.com","51048","No data","195.66.226.100","","58f3.9c0c.4c22","Telecity Harbour exchange 8 - 9","edge1-tch ge-4/2/0","1000","1000","Regular","No","London Juniper","full"
"Next Connex","http://www.nextconnex.com","51048","No data","195.66.228.24","2001:7f8:4:4::c768:1","a89d.2165.1b02","BT Stadium House (Cardiff)","edge1-bts.car1 12","1000","1000","Regular","No","IXCardiff","full"
"Nexusguard Limted","http://www.nexusguard.com/","45474","Selective","195.66.226.110","2001:7f8:4::b1a2:1","88e0.f3b8.d7c3","Telehouse North","edge2-thn xe-9/2/2","10G","10000","Regular","No","London Juniper","full"
